ID;Elevation;Date;Hour;Temperature
403;Low;2022-07-15;09:20:26;55.537
404;Low;2022-07-15;10:20:26;79.853
405;Low;2022-07-15;11:20:26;100.283
406;Low;2022-07-15;12:20:26;108.108
407;Low;2022-07-15;01:20:26;95.207
408;Low;2022-07-15;02:20:26;114.265
409;Low;2022-07-15;03:20:26;119.878
410;Low;2022-07-15;04:20:26;119.637
411;Low;2022-07-15;05:20:26;108.964
412;Low;2022-07-15;06:20:26;95.976
413;Low;2022-07-15;07:20:26;85.735
414;Low;2022-07-15;08:20:26;72.028
415;Low;2022-07-15;09:20:26;60.712
416;Low;2022-07-15;10:20:26;56.75
417;Low;2022-07-15;11:20:26;55.711
418;Low;2022-07-16;12:20:26;54.495
419;Low;2022-07-16;01:20:26;53.973
420;Low;2022-07-16;02:20:26;53.798
421;Low;2022-07-16;03:20:26;52.925
422;Low;2022-07-16;04:20:26;51.699
423;Low;2022-07-16;05:20:26;50.995
424;Low;2022-07-16;06:20:26;50.466
425;Low;2022-07-16;07:20:26;51.346
426;Low;2022-07-16;08:20:26;52.401
427;Low;2022-07-16;09:20:26;53.274
428;Low;2022-07-16;10:20:26;77.749
429;Low;2022-07-16;11:20:26;101.282
430;Low;2022-07-16;12:20:26;105.577
431;Low;2022-07-16;01:20:26;93.115
432;Low;2022-07-16;02:20:26;115.178
433;Low;2022-07-16;03:20:26;119.158
434;Low;2022-07-16;04:20:26;116.562
435;Low;2022-07-16;05:20:26;108.75
436;Low;2022-07-16;06:20:26;96.361
437;Low;2022-07-16;07:20:26;83.579
438;Low;2022-07-16;08:20:26;66.879
439;Low;2022-07-16;09:20:26;58.82
440;Low;2022-07-16;10:20:26;55.364
441;Low;2022-07-16;11:20:26;54.322
442;Low;2022-07-17;12:20:26;53.449
443;Low;2022-07-17;01:20:26;52.576
444;Low;2022-07-17;02:20:26;51.874
445;Low;2022-07-17;03:20:26;50.819
446;Low;2022-07-17;04:20:26;49.937
447;Low;2022-07-17;05:20:26;49.228
448;Low;2022-07-17;06:20:26;48.871
449;Low;2022-07-17;07:20:26;49.759
450;Low;2022-07-17;08:20:26;50.995
451;Low;2022-07-17;09:20:26;52.05
452;Low;2022-07-17;10:20:26;76.354
453;Low;2022-07-17;11:20:26;106.624
454;Low;2022-07-17;12:20:26;112.023
455;Low;2022-07-17;01:20:26;97.525
456;Low;2022-07-17;02:20:26;115.178
457;Low;2022-07-17;03:20:26;117.968
458;Low;2022-07-17;04:20:26;105.994
459;Low;2022-07-17;05:20:26;108.108
460;Low;2022-07-17;06:20:26;95.783
461;Low;2022-07-17;07:20:26;87.368
462;Low;2022-07-17;08:20:26;70.48
463;Low;2022-07-17;09:20:26;60.195
464;Low;2022-07-17;10:20:26;58.476
465;Low;2022-07-17;11:20:26;57.268
466;Low;2022-07-18;12:20:26;56.404
467;Low;2022-07-18;01:20:26;55.711
468;Low;2022-07-18;02:20:26;54.842
469;Low;2022-07-18;03:20:26;54.322
470;Low;2022-07-18;04:20:26;53.449
471;Low;2022-07-18;05:20:26;52.925
472;Low;2022-07-18;06:20:26;53.1
473;Low;2022-07-18;07:20:26;53.623
474;Low;2022-07-18;08:20:26;54.669
475;Low;2022-07-18;09:20:26;56.23
476;Low;2022-07-18;10:20:26;80.029
477;Low;2022-07-18;11:20:26;110.264
478;Low;2022-07-18;12:20:26;111.58
479;Low;2022-07-18;01:20:26;98.897
480;Low;2022-07-18;02:20:26;118.679
481;Low;2022-07-18;03:20:26;124.84
482;Low;2022-07-18;04:20:26;121.093
483;Low;2022-07-18;05:20:26;116.1
484;Low;2022-07-18;06:20:26;103.717
485;Low;2022-07-18;07:20:26;92.737
486;Low;2022-07-18;08:20:26;74.791
487;Low;2022-07-18;09:20:26;63.968
488;Low;2022-07-18;10:20:26;61.398
489;Low;2022-07-18;11:20:26;59.68
490;Low;2022-07-19;12:20:26;58.82
491;Low;2022-07-19;01:20:26;57.958
492;Low;2022-07-19;02:20:26;57.268
493;Low;2022-07-19;03:20:26;56.404
494;Low;2022-07-19;04:20:26;56.057
495;Low;2022-07-19;05:20:26;55.364
496;Low;2022-07-19;06:20:26;54.669
497;Low;2022-07-19;07:20:26;55.364
498;Low;2022-07-19;08:20:26;56.057
499;Low;2022-07-19;09:20:26;57.958
500;Low;2022-07-19;10:20:26;83.043
501;Low;2022-07-19;11:20:26;113.587
502;Low;2022-07-19;12:20:26;111.58
503;Low;2022-07-19;01:20:26;101.082
504;Low;2022-07-19;02:20:26;121.582
505;Low;2022-07-19;03:20:26;123.321
506;Low;2022-07-19;04:20:26;119.878
507;Low;2022-07-19;05:20:26;115.178
508;Low;2022-07-19;06:20:26;104.333
509;Low;2022-07-19;07:20:26;91.8
510;Low;2022-07-19;08:20:26;76.876
511;Low;2022-07-19;09:20:26;69.964
512;Low;2022-07-19;10:20:26;67.392
513;Low;2022-07-19;11:20:26;66.708
514;Low;2022-07-20;12:20:26;66.193
515;Low;2022-07-20;01:20:26;65.167
516;Low;2022-07-20;02:20:26;60.712
517;Low;2022-07-20;03:20:26;58.82
518;Low;2022-07-20;04:20:26;57.785
519;Low;2022-07-20;05:20:26;57.441
520;Low;2022-07-20;06:20:26;57.441
521;Low;2022-07-20;07:20:26;60.883
522;Low;2022-07-20;08:20:26;64.139
523;Low;2022-07-20;09:20:26;69.793
524;Low;2022-07-20;10:20:26;86.641
525;Low;2022-07-20;11:20:26;100.283
526;Low;2022-07-20;12:20:26;101.887
527;Low;2022-07-20;01:20:26;96.942
528;Low;2022-07-20;02:20:26;79.502
529;Low;2022-07-20;03:20:26;76.354
530;Low;2022-07-20;04:20:26;78.449
531;Low;2022-07-20;05:20:26;66.193
532;Low;2022-07-20;06:20:26;64.31
533;Low;2022-07-20;07:20:26;61.741
534;Low;2022-07-20;08:20:26;62.254
535;Low;2022-07-20;09:20:26;59.164
536;Low;2022-07-20;10:20:26;59.164
537;Low;2022-07-20;11:20:26;58.82
538;Low;2022-07-21;12:20:26;59.164
539;Low;2022-07-21;01:20:26;59.508
540;Low;2022-07-21;02:20:26;59.851
541;Low;2022-07-21;03:20:26;58.993
542;Low;2022-07-21;04:20:26;58.993
543;Low;2022-07-21;05:20:26;58.131
544;Low;2022-07-21;06:20:26;56.577
545;Low;2022-07-21;07:20:26;57.268
546;Low;2022-07-21;08:20:26;61.398
547;Low;2022-07-21;09:20:26;59.68
548;Low;2022-07-21;10:20:26;75.659
549;Low;2022-07-21;11:20:26;91.24
550;Low;2022-07-21;12:20:26;101.484
551;Low;2022-07-21;01:20:26;83.399
552;Low;2022-07-21;02:20:26;103.923
553;Low;2022-07-21;03:20:26;104.128
554;Low;2022-07-21;04:20:26;106.624
555;Low;2022-07-21;05:20:26;106.414
556;Low;2022-07-21;06:20:26;93.493
557;Low;2022-07-21;07:20:26;80.206
558;Low;2022-07-21;08:20:26;66.366
559;Low;2022-07-21;09:20:26;58.303
560;Low;2022-07-21;10:20:26;55.884
561;Low;2022-07-21;11:20:26;54.669
562;Low;2022-07-22;12:20:26;53.798
563;Low;2022-07-22;01:20:26;53.1
564;Low;2022-07-22;02:20:26;53.1
565;Low;2022-07-22;03:20:26;53.1
566;Low;2022-07-22;04:20:26;52.576
567;Low;2022-07-22;05:20:26;52.05
568;Low;2022-07-22;06:20:26;52.225
569;Low;2022-07-22;07:20:26;52.925
570;Low;2022-07-22;08:20:26;53.274
571;Low;2022-07-22;09:20:26;54.322
572;Low;2022-07-22;10:20:26;78.274
573;Low;2022-07-22;11:20:26;106.414
574;Low;2022-07-22;12:20:26;110.046
575;Low;2022-07-22;01:20:26;91.612
576;Low;2022-07-22;02:20:26;118.679
577;Low;2022-07-22;03:20:26;116.796
578;Low;2022-07-22;04:20:26;121.829
579;Low;2022-07-22;05:20:26;114.721
580;Low;2022-07-22;06:20:26;94.444
581;Low;2022-07-22;07:20:26;76.528
582;Low;2022-07-22;08:20:26;66.708
583;Low;2022-07-22;09:20:26;61.569
584;Low;2022-07-22;10:20:26;62.254
585;Low;2022-07-22;11:20:26;62.083
586;Low;2022-07-23;12:20:26;58.82
587;Low;2022-07-23;01:20:26;57.441
588;Low;2022-07-23;02:20:26;55.017
589;Low;2022-07-23;03:20:26;55.189
590;Low;2022-07-23;04:20:26;57.785
591;Low;2022-07-23;05:20:26;56.057
592;Low;2022-07-23;06:20:26;56.75
593;Low;2022-07-23;07:20:26;59.337
594;Low;2022-07-23;08:20:26;65.167
595;Low;2022-07-23;09:20:26;61.054
596;Low;2022-07-23;10:20:26;77.4
597;Low;2022-07-23;11:20:26;89.938
598;Low;2022-07-23;12:20:26;85.915
599;Low;2022-07-23;01:20:26;88.65
600;Low;2022-07-23;02:20:26;89.2
601;Low;2022-07-23;03:20:26;93.304
602;Low;2022-07-23;04:20:26;79.326
603;Low;2022-07-23;05:20:26;85.554
604;Low;2022-07-23;06:20:26;92.174
605;Low;2022-07-23;07:20:26;68.934
606;Low;2022-07-23;08:20:26;61.227
607;Low;2022-07-23;09:20:26;57.958
608;Low;2022-07-23;10:20:26;57.096
609;Low;2022-07-23;11:20:26;55.711
610;Low;2022-07-24;12:20:26;55.364
611;Low;2022-07-24;01:20:26;53.798
612;Low;2022-07-24;02:20:26;54.147
613;Low;2022-07-24;03:20:26;54.147
614;Low;2022-07-24;04:20:26;52.925
615;Low;2022-07-24;05:20:26;52.75
616;Low;2022-07-24;06:20:26;52.576
617;Low;2022-07-24;07:20:26;53.274
618;Low;2022-07-24;08:20:26;53.973
619;Low;2022-07-24;09:20:26;55.189
620;Low;2022-07-24;10:20:26;79.502
621;Low;2022-07-24;11:20:26;104.54
622;Low;2022-07-24;12:20:26;107.683
623;Low;2022-07-24;01:20:26;90.495
624;Low;2022-07-24;02:20:26;114.265
625;Low;2022-07-24;03:20:26;117.732
626;Low;2022-07-24;04:20:26;118.206
627;Low;2022-07-24;05:20:26;110.046
628;Low;2022-07-24;06:20:26;96.748
629;Low;2022-07-24;07:20:26;80.559
630;Low;2022-07-24;08:20:26;69.793
631;Low;2022-07-24;09:20:26;61.569
632;Low;2022-07-24;10:20:26;59.68
633;Low;2022-07-24;11:20:26;58.993
634;Low;2022-07-25;12:20:26;58.131
635;Low;2022-07-25;01:20:26;57.785
